repo_name,repo_url,login,profile_url,location,country,prs_opened,prs_merged,pr_accept_rate,avg_time_to_merge,commits_total,issues_opened,reviews_submitted,stars_own_repos,stars_contrib_repos,contribution_period,activity_frequency,activity_regularidade,permission_level
PowerToys,https://github.com/microsoft/PowerToys,mattwojo,https://github.com/mattwojo,United States,United States,1,1,100.0,18.28,1,1,0,15,21.18,1,0.0027397260273972603,0.0027397260273972603,contributor
bootstrap,https://github.com/twbs/bootstrap,bardiharborow,https://github.com/bardiharborow,"Melbourne, Australia",Australia,69,62,89.86,143.54,71,14,94,11,1195.07,7,0.19452054794520549,0.19452054794520549,contributor
react,https://github.com/facebook/react,ClimbsRocks,https://github.com/ClimbsRocks,Berkeley,United States,4,4,100.0,75.77,5,0,0,2192,76.98,1,0.0136986301369863,0.0136986301369863,contributor
react,https://github.com/facebook/react,pedronauck,https://github.com/pedronauck,San Francisco,United States,1,1,100.0,2442.08,6,0,0,4982,19.24,1,0.01643835616438356,0.01643835616438356,contributor
black,https://github.com/psf/black,cobaltt7,https://github.com/cobaltt7,Illinois,United States,32,31,96.88,121.52,31,1,29,38,783.05,3,0.08493150684931507,0.08493150684931507,contributor
react,https://github.com/facebook/react,dittos,https://github.com/dittos,Korea,"Korea, Republic of",2,2,100.0,9.73,6,0,1,483,38.49,1,0.01643835616438356,0.01643835616438356,contributor
youtube-dl,https://github.com/ytdl-org/youtube-dl,adrianheine,https://github.com/adrianheine,Berlin,Germany,22,10,45.45,34.43,11,0,11,90,869.52,1,0.030136986301369864,0.030136986301369864,contributor
react,https://github.com/facebook/react,mitermayer,https://github.com/mitermayer,Sydney,Australia,5,5,100.0,27.14,5,0,1,52,96.22,1,0.0136986301369863,0.0136986301369863,contributor
react,https://github.com/facebook/react,devongovett,https://github.com/devongovett,San Francisco,United States,14,6,42.86,149.73,6,11,10,1940,115.47,1,0.01643835616438356,0.01643835616438356,contributor
youtube-dl,https://github.com/ytdl-org/youtube-dl,gfabiano,https://github.com/gfabiano,"Pisa, Italy",Italy,22,9,40.91,22.48,11,0,2,6,782.57,1,0.030136986301369864,0.030136986301369864,contributor
react,https://github.com/facebook/react,piranha,https://github.com/piranha,Ukraine,Ukraine,6,3,50.0,57.14,6,3,0,2089,57.73,1,0.01643835616438356,0.01643835616438356,contributor
youtube-dl,https://github.com/ytdl-org/youtube-dl,jeffcrouse,https://github.com/jeffcrouse,Brooklyn,United States,2,1,50.0,162.52,17,2,0,491,86.95,1,0.04657534246575343,0.04657534246575343,contributor
react,https://github.com/facebook/react,rricard,https://github.com/rricard,"London, UK",United Kingdom,7,5,71.43,133.77,5,1,4,414,96.22,1,0.0136986301369863,0.0136986301369863,contributor
cheat.sh,https://github.com/chubin/cheat.sh,szymonprz,https://github.com/szymonprz,Lublin,Poland,3,3,100.0,1.83,2,0,0,63,954.76,1,0.005479452054794521,0.005479452054794521,contributor
youtube-dl,https://github.com/ytdl-org/youtube-dl,sprhawk,https://github.com/sprhawk,Qingdao,中国,2,1,50.0,337.44,13,1,1,55,86.95,1,0.03561643835616438,0.03561643835616438,contributor
bootstrap,https://github.com/twbs/bootstrap,louismaximepiton,https://github.com/louismaximepiton,"Lannion, France",France,121,87,71.9,212.63,87,8,134,3,1676.96,8,0.23835616438356164,0.23835616438356164,contributor
react,https://github.com/facebook/react,matthewwithanm,https://github.com/matthewwithanm,"San Mateo, CA",Canada,2,1,50.0,357.71,6,10,0,5063,19.24,1,0.01643835616438356,0.01643835616438356,contributor
cheat.sh,https://github.com/chubin/cheat.sh,bglopez,https://github.com/bglopez,"Raleigh, NC",New Caledonia,2,2,100.0,102.66,27,0,0,8,636.5,2,0.07397260273972603,0.07397260273972603,contributor
react,https://github.com/facebook/react,lrowe,https://github.com/lrowe,"San Francisco, CA",Canada,8,6,75.0,308.87,6,4,0,52,115.47,1,0.01643835616438356,0.01643835616438356,contributor
langflow,https://github.com/langflow-ai/langflow,jorgectf,https://github.com/jorgectf,Spain,Spain,1,1,100.0,4.71,1,0,0,14,26.86,1,0.0027397260273972603,0.0027397260273972603,contributor
react,https://github.com/facebook/react,bripkens,https://github.com/bripkens,"Solingen, Germany",Germany,3,3,100.0,66.62,6,0,0,2410,57.73,1,0.01643835616438356,0.01643835616438356,contributor
react,https://github.com/facebook/react,NMinhNguyen,https://github.com/NMinhNguyen,"London, UK",United Kingdom,6,6,100.0,172.17,6,1,8,18,115.47,1,0.01643835616438356,0.01643835616438356,contributor
langflow,https://github.com/langflow-ai/langflow,kurtenj,https://github.com/kurtenj,Minnesota,United States,5,1,20.0,90.6,1,0,2,1,26.86,1,0.0027397260273972603,0.0027397260273972603,contributor
langflow,https://github.com/langflow-ai/langflow,kaavee315,https://github.com/kaavee315,San Francisco,United States,1,1,100.0,213.88,1,0,0,1,26.86,1,0.0027397260273972603,0.0027397260273972603,contributor
youtube-dl,https://github.com/ytdl-org/youtube-dl,slava-sh,https://github.com/slava-sh,"London, UK",United Kingdom,2,2,100.0,18.23,12,0,0,52,173.9,1,0.03287671232876712,0.03287671232876712,contributor
react,https://github.com/facebook/react,jorge-cab,https://github.com/jorge-cab,Seattle,United States,49,6,12.24,234.92,6,0,11,0,115.47,1,0.01643835616438356,0.01643835616438356,contributor
react,https://github.com/facebook/react,makky3939,https://github.com/makky3939,Japan,Japan,6,6,100.0,11.78,6,1,0,51,115.47,1,0.01643835616438356,0.01643835616438356,contributor
youtube-dl,https://github.com/ytdl-org/youtube-dl,lalinsky,https://github.com/lalinsky,"Trenčín, Slovakia",Slovakia,12,8,66.67,12.91,15,4,0,548,695.62,1,0.0410958904109589,0.0410958904109589,contributor
stable-diffusion-webui,https://github.com/AUTOMATIC1111/stable-diffusion-webui,akx,https://github.com/akx,Finland,Finland,91,79,86.81,19.13,155,2,31,75,6659.28,15,0.4246575342465753,0.4246575342465753,contributor
react,https://github.com/facebook/react,mjul,https://github.com/mjul,"Copenhagen, Denmark",Denmark,3,3,100.0,26.63,5,0,0,729,57.73,1,0.0136986301369863,0.0136986301369863,contributor
react,https://github.com/facebook/react,DenrizSusam,https://github.com/DenrizSusam,Berlin,Germany,7,7,100.0,184.06,7,0,0,0,134.71,1,0.019178082191780823,0.019178082191780823,contributor
react,https://github.com/facebook/react,brigand,https://github.com/brigand,Phoenix,United States,11,6,54.55,116.35,6,17,6,902,115.47,1,0.01643835616438356,0.01643835616438356,contributor
react,https://github.com/facebook/react,orta,https://github.com/orta,London / Huddersfield / NYC / Dublin / RDJ,United Kingdom,6,6,100.0,124.37,6,0,4,2377,115.47,1,0.01643835616438356,0.01643835616438356,contributor
react,https://github.com/facebook/react,Pouja,https://github.com/Pouja,Netherlands,Netherlands,7,3,42.86,224.32,6,1,0,36,57.73,1,0.01643835616438356,0.01643835616438356,contributor
youtube-dl,https://github.com/ytdl-org/youtube-dl,Dineshs91,https://github.com/Dineshs91,India,India,8,8,100.0,379.82,13,1,0,236,695.62,1,0.03561643835616438,0.03561643835616438,contributor
react,https://github.com/facebook/react,mxstbr,https://github.com/mxstbr,"San Francisco, CA",Canada,6,6,100.0,94.1,6,1,0,362,115.47,1,0.01643835616438356,0.01643835616438356,contributor
react,https://github.com/facebook/react,lyip1992,https://github.com/lyip1992,Cupertino,United States,7,6,85.71,15.29,6,0,0,0,115.47,1,0.01643835616438356,0.01643835616438356,contributor
langflow,https://github.com/langflow-ai/langflow,Yukiyukiyeah,https://github.com/Yukiyukiyeah,Seattle,United States,46,37,80.43,587.13,36,0,41,5,993.73,3,0.09863013698630137,0.09863013698630137,contributor
react,https://github.com/facebook/react,puradox,https://github.com/puradox,"California, United States",United States,1,1,100.0,997.62,8,0,0,19,19.24,1,0.021917808219178082,0.021917808219178082,contributor
react,https://github.com/facebook/react,ianobermiller,https://github.com/ianobermiller,"Ponte Vedra, FL USA",United States,6,4,66.67,163.43,8,2,0,929,76.98,1,0.021917808219178082,0.021917808219178082,contributor
react,https://github.com/facebook/react,zertosh,https://github.com/zertosh,"New York, NY",United States,11,8,72.73,6.28,8,1,0,3775,153.96,1,0.021917808219178082,0.021917808219178082,contributor
