repo_name,repo_url,login,profile_url,location,country,prs_opened,prs_merged,pr_accept_rate,avg_time_to_merge,commits_total,issues_opened,reviews_submitted,stars_own_repos,stars_contrib_repos,contribution_period,activity_frequency,activity_regularidade,permission_level
transformers,https://github.com/huggingface/transformers,kuppulur,https://github.com/kuppulur,"Apex, NC",New Caledonia,4,4,100.0,173.58,4,0,0,19,34.62,1,0.010958904109589041,0.010958904109589041,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,ethethanlee,https://github.com/ethethanlee,United States,United States,2,2,100.0,9.01,2,0,0,0,102.38,1,0.005479452054794521,0.005479452054794521,contributor
n8n,https://github.com/n8n-io/n8n,Rirush,https://github.com/Rirush,Berlin,Germany,1,1,100.0,73.31,1,0,0,9,13.02,1,0.0027397260273972603,0.0027397260273972603,contributor
n8n,https://github.com/n8n-io/n8n,pwellever,https://github.com/pwellever,"Washington, DC",United States,1,1,100.0,13.83,1,0,0,0,13.02,1,0.0027397260273972603,0.0027397260273972603,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,LuisLechugaRuiz,https://github.com/LuisLechugaRuiz,Málaga,Spain,6,2,33.33,19.45,2,0,0,15,102.38,1,0.005479452054794521,0.005479452054794521,contributor
n8n,https://github.com/n8n-io/n8n,envy,https://github.com/envy,Germany,Germany,2,1,50.0,22.28,1,1,0,166,13.02,1,0.0027397260273972603,0.0027397260273972603,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,alexonab,https://github.com/alexonab,Texas,United States,7,2,28.57,4.38,2,0,3,10,102.38,1,0.005479452054794521,0.005479452054794521,contributor
transformers,https://github.com/huggingface/transformers,ameasure,https://github.com/ameasure,Washington DC,United States,4,3,75.0,10.16,3,0,0,15,25.96,1,0.00821917808219178,0.00821917808219178,contributor
transformers,https://github.com/huggingface/transformers,jonatasgrosman,https://github.com/jonatasgrosman,Brazil,Brazil,4,4,100.0,77.42,4,1,0,1016,34.62,1,0.010958904109589041,0.010958904109589041,contributor
transformers,https://github.com/huggingface/transformers,gmlwns2000,https://github.com/gmlwns2000,"Anyang, Korea","Korea, Republic of",3,3,100.0,40.5,3,3,0,138,25.96,1,0.00821917808219178,0.00821917808219178,contributor
n8n,https://github.com/n8n-io/n8n,naXa777,https://github.com/naXa777,Poland,Poland,1,1,100.0,791.15,1,1,0,68,13.02,1,0.0027397260273972603,0.0027397260273972603,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,bfalans,https://github.com/bfalans,Netherlands,Netherlands,8,2,25.0,45.16,2,3,5,0,102.38,1,0.005479452054794521,0.005479452054794521,contributor
n8n,https://github.com/n8n-io/n8n,huzaif-plivo,https://github.com/huzaif-plivo,Bengaluru,India,1,1,100.0,8.12,1,0,0,0,13.02,1,0.0027397260273972603,0.0027397260273972603,contributor
n8n,https://github.com/n8n-io/n8n,hnb2,https://github.com/hnb2,"United Arab Emirates, Dubai",United Arab Emirates,1,1,100.0,81.43,1,1,0,7,13.02,1,0.0027397260273972603,0.0027397260273972603,contributor
n8n,https://github.com/n8n-io/n8n,tulir,https://github.com/tulir,Finland,Finland,1,1,100.0,0.24,1,0,0,622,13.02,1,0.0027397260273972603,0.0027397260273972603,contributor
transformers,https://github.com/huggingface/transformers,johnnv1,https://github.com/johnnv1,Florianópolis - SC,Brazil,7,4,57.14,41.51,4,3,0,17,34.62,1,0.010958904109589041,0.010958904109589041,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,emmanuel-ferdman,https://github.com/emmanuel-ferdman,Israel,Israel,2,2,100.0,55.0,2,0,0,136,102.38,1,0.005479452054794521,0.005479452054794521,contributor
transformers,https://github.com/huggingface/transformers,joelgrus,https://github.com/joelgrus,"Boerne, TX",United States,4,3,75.0,16.02,4,1,0,11640,25.96,1,0.010958904109589041,0.010958904109589041,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,Kiran1689,https://github.com/Kiran1689,India,India,2,2,100.0,26.23,2,1,1,456,102.38,1,0.005479452054794521,0.005479452054794521,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,ambujpawar,https://github.com/ambujpawar,"Eindhoven, The Netherlands",Netherlands,1,1,100.0,48.95,2,0,0,4,51.19,1,0.005479452054794521,0.005479452054794521,contributor
transformers,https://github.com/huggingface/transformers,aretius,https://github.com/aretius,Mt. Peterson,Argentina,3,3,100.0,54.65,3,1,1,1,25.96,1,0.00821917808219178,0.00821917808219178,contributor
Python,https://github.com/TheAlgorithms/Python,frmatias,https://github.com/frmatias,"Fortaleza, Ceará, Brazil",Brazil,6,5,83.33,83.83,17,0,0,1,351.44,1,0.04657534246575343,0.04657534246575343,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,CodeZeno,https://github.com/CodeZeno,Australia,Australia,3,2,66.67,157.88,2,1,1,0,102.38,1,0.005479452054794521,0.005479452054794521,contributor
Python,https://github.com/TheAlgorithms/Python,poyea,https://github.com/poyea,London | Hong Kong,Hong Kong,21,17,80.95,3.69,17,9,537,104,1194.89,1,0.04657534246575343,0.04657534246575343,contributor
n8n,https://github.com/n8n-io/n8n,evilnick,https://github.com/evilnick,"Bath, UK",United Kingdom,1,1,100.0,110.62,1,1,1,21,13.02,1,0.0027397260273972603,0.0027397260273972603,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,MichaelSheinman,https://github.com/MichaelSheinman,"Toronto, ON",Canada,2,2,100.0,8.78,2,0,1,28,102.38,1,0.005479452054794521,0.005479452054794521,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,filipjakubowski,https://github.com/filipjakubowski,London,United Kingdom,2,2,100.0,44.04,2,0,0,1,102.38,1,0.005479452054794521,0.005479452054794521,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,cwenner,https://github.com/cwenner,"Stockholm, Sweden",Sweden,2,2,100.0,289.91,2,0,0,13,102.38,1,0.005479452054794521,0.005479452054794521,contributor
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,aznn,https://github.com/aznn,Maldives,Maldives,1,1,100.0,141.35,4,0,0,169,53.62,1,0.010958904109589041,0.010958904109589041,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,voulkon,https://github.com/voulkon,Athens,United States,2,2,100.0,126.28,2,0,1,9,102.38,1,0.005479452054794521,0.005479452054794521,contributor
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,nstCactus,https://github.com/nstCactus,"Passy, France",France,1,1,100.0,1576.79,4,0,0,3,53.62,1,0.010958904109589041,0.010958904109589041,contributor
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,alexstrat,https://github.com/alexstrat,"Paris, France",France,1,1,100.0,1311.58,4,0,0,162,53.62,1,0.010958904109589041,0.010958904109589041,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,mplummeridge,https://github.com/mplummeridge,UK,United Kingdom,4,2,50.0,55.78,2,0,0,2,102.38,1,0.005479452054794521,0.005479452054794521,contributor
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,everbird,https://github.com/everbird,"Seattle, WA",United States,2,2,100.0,1155.1,4,0,0,23,107.24,1,0.010958904109589041,0.010958904109589041,contributor
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,giddie,https://github.com/giddie,"Birmingham, UK",United Kingdom,2,1,50.0,5036.14,5,1,0,170,53.62,1,0.0136986301369863,0.0136986301369863,contributor
AutoGPT,https://github.com/Significant-Gravitas/AutoGPT,ccsnow127,https://github.com/ccsnow127,United States,United States,2,2,100.0,1.62,2,0,0,2,102.38,1,0.005479452054794521,0.005479452054794521,contributor
n8n,https://github.com/n8n-io/n8n,tflanagan,https://github.com/tflanagan,USA,United States,2,1,50.0,50.2,1,0,0,86,13.02,1,0.0027397260273972603,0.0027397260273972603,contributor
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,ratijas,https://github.com/ratijas,Innopolis,Россия,5,4,80.0,1470.14,4,1,5,80,214.48,1,0.010958904109589041,0.010958904109589041,contributor
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,aswathkk,https://github.com/aswathkk,"Bengaluru, IN",India,4,4,100.0,23.04,4,0,1,74,214.48,1,0.010958904109589041,0.010958904109589041,contributor
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,zsiciarz,https://github.com/zsiciarz,"Warsaw, Poland",Poland,1,1,100.0,10440.4,4,0,0,1266,53.62,1,0.010958904109589041,0.010958904109589041,contributor
ohmyzsh,https://github.com/ohmyzsh/ohmyzsh,alpha-tango-kilo,https://github.com/alpha-tango-kilo,United Kingdom,United Kingdom,4,4,100.0,309.48,4,0,1,18,214.48,1,0.010958904109589041,0.010958904109589041,contributor
transformers,https://github.com/huggingface/transformers,AleksanderWWW,https://github.com/AleksanderWWW,Warsaw,Poland,3,3,100.0,213.14,3,0,3,17,25.96,1,0.00821917808219178,0.00821917808219178,contributor
transformers,https://github.com/huggingface/transformers,alvarobartt,https://github.com/alvarobartt,"Tokyo, Japan",Japan,5,5,100.0,52.1,5,1,3,3402,43.27,1,0.0136986301369863,0.0136986301369863,contributor
flutter,https://github.com/flutter/flutter,johnoneil,https://github.com/johnoneil,"Las Vegas, NV",United States,0,0,0.0,0.0,6,4,0,302,0.0,1,0.01643835616438356,0.01643835616438356,contributor
go,https://github.com/golang/go,rakyll,https://github.com/rakyll,"San Francisco, CA",Canada,2,0,0.0,0.0,57,179,0,10119,0.0,5,0.15616438356164383,0.15616438356164383,contributor
go,https://github.com/golang/go,iwdgo,https://github.com/iwdgo,Belgium,Belgium,0,0,0.0,0.0,46,8,0,2,0.0,4,0.12602739726027398,0.12602739726027398,contributor
go,https://github.com/golang/go,mikesamuel,https://github.com/mikesamuel,"Denver, CO",Colombia,0,0,0.0,0.0,46,0,0,192,0.0,4,0.12602739726027398,0.12602739726027398,contributor
go,https://github.com/golang/go,lootch,https://github.com/lootch,"Kestell, Eastern Free State, South Africa",South Africa,0,0,0.0,0.0,63,2,0,1,0.0,6,0.1726027397260274,0.1726027397260274,contributor
react-native,https://github.com/facebook/react-native,friederbluemle,https://github.com/friederbluemle,"San Jose, CA",Canada,37,0,0.0,0.0,34,4,11,21,0.0,3,0.09315068493150686,0.09315068493150686,contributor
go,https://github.com/golang/go,rui314,https://github.com/rui314,Tokyo,日本,0,0,0.0,0.0,58,24,0,36746,0.0,5,0.1589041095890411,0.1589041095890411,contributor
