login,repo_name,country,country_type,performance_score,pr_accept_rate,pr_accept_rate_norm,prs_opened,prs_opened_norm,commits_total,commits_total_norm,activity_frequency,activity_frequency_norm
tkdguq05,langflow,Malaysia,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
riking,youtube-dl,United States,developed,0.006263857759066988,50.0,0.5,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
quodlibetor,ohmyzsh,United States,developed,0.008372461035142706,66.67,0.6667000000000001,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
2getsandesh,langflow,India,emerging,0.005124157264771856,40.0,0.4,5,0.0006744907594765951,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
luizguilhermefr,ohmyzsh,Brazil,emerging,0.012392239326218728,100.0,1.0,1,0.00013489815189531904,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
admpsktt,ohmyzsh,United Kingdom,developed,0.01246699193109081,100.0,1.0,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
pavan555,langflow,India,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
BrianMitchL,ohmyzsh,United States,developed,0.012429615628654769,100.0,1.0,2,0.0002697963037906381,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
ozcanzaferayan,awesome-chatgpt-prompts,Turkey,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
yetk1n,awesome-chatgpt-prompts,Turkey,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
babakks,ohmyzsh,United Kingdom,developed,0.009433162941036525,75.0,0.75,4,0.0005395926075812762,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
bezoerb,ohmyzsh,Germany,developed,0.008372461035142706,66.67,0.6667000000000001,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
ArnaudBarre,vite,France,developed,0.015711457146941037,87.36,0.8736,87,0.011736139214892756,74,0.00243117156186346,0.2027397260273972,0.0024311715618634596
bobmaerten,ohmyzsh,France,developed,0.007627816067978368,60.0,0.6,5,0.0006744907594765951,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
rparcus,langflow,India,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
rickhanlonii,react-native,Brazil,emerging,0.009376805442693831,3.23,0.0323,31,0.00418184270875489,335,0.011005979367895394,0.9178082191780822,0.011005979367895394
tanersekmen,awesome-chatgpt-prompts,Turkey,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
dallas,ohmyzsh,United States,developed,7.004185382137397e-05,0.0,0.0,0,0.0,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
FiloSottile,yt-dlp,Italy,developed,0.005533306451888572,0.0,0.0,0,0.0,237,0.007786319731914054,0.6493150684931507,0.007786319731914055
prajwal-pai77,langflow,India,emerging,0.006240510474459863,50.0,0.5,2,0.0002697963037906381,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
umutphp,awesome-chatgpt-prompts,Turkey,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
RemcoGoy,langflow,Belgium,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
vitaliimos,langflow,Ukraine,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
zspri,awesome-chatgpt-prompts,United States,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
volkankaraali,awesome-chatgpt-prompts,Turkey,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
alx741,ohmyzsh,Ecuador,emerging,0.004276701657077603,33.33,0.3333,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
dansholds,developer-roadmap,United Kingdom,developed,0.022010130548248106,93.2,0.932,147,0.019830028328611898,217,0.007129246336815822,0.5945205479452055,0.007129246336815822
uladkaminski,langflow,United Kingdom,developed,0.006240510474459863,50.0,0.5,2,0.0002697963037906381,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
petrumolla,langflow,Romania,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
tmcsantos,langflow,Portugal,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
racky7,langflow,India,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
dequis,youtube-dl,Germany,developed,0.012406268344047643,100.0,1.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
zachriggle,ohmyzsh,United States,developed,0.012392239326218728,100.0,1.0,1,0.00013489815189531904,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
JulianFisla,awesome-chatgpt-prompts,Canada,developed,0.012368892041611602,100.0,1.0,1,0.00013489815189531904,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
phanan,vue,Germany,developed,0.009816770243538608,71.43,0.7143,21,0.0028328611898017,11,0.00036139036730402786,0.0301369863013698,0.00036139036730402715
dcsg,ohmyzsh,Portugal,developed,0.012392239326218728,100.0,1.0,1,0.00013489815189531904,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
yisraeldov,awesome-chatgpt-prompts,Israel,developed,0.006240510474459863,50.0,0.5,2,0.0002697963037906381,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
SimenB,ohmyzsh,Norway,developed,0.009433162941036525,75.0,0.75,4,0.0005395926075812762,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
nicklockwood,react-native,United Kingdom,developed,0.01158652982002421,18.18,0.1818,11,0.0014838796708485094,383,0.012582955516131152,1.0493150684931507,0.012582955516131153
Heroj04,awesome-chatgpt-prompts,Australia,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
mbakin,awesome-chatgpt-prompts,Turkey,emerging,0.006240510474459863,50.0,0.5,2,0.0002697963037906381,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
moshejs,javascript-algorithms,United States,developed,0.012588439105177143,100.0,1.0,5,0.0006744907594765951,5,0.0001642683487745581,0.0136986301369863,0.0001642683487745581
puxlit,youtube-dl,Australia,developed,0.004253354372470479,33.33,0.3333,3,0.0004046944556859571,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
z2v,ohmyzsh,Russia,emerging,0.008372461035142706,66.67,0.6667000000000001,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
aznleetcoder,awesome-chatgpt-prompts,Australia,developed,0.012368892041611602,100.0,1.0,1,0.00013489815189531904,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
akatov,ohmyzsh,United Kingdom,developed,0.012429615628654769,100.0,1.0,2,0.0002697963037906381,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
jcordon5,awesome-chatgpt-prompts,Spain,developed,0.012368892041611602,100.0,1.0,1,0.00013489815189531904,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
saidsef,awesome-chatgpt-prompts,United Kingdom,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
Kraego,langflow,Austria,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
ferenczy,ohmyzsh,Czechia,developed,0.006287205043674113,50.0,0.5,2,0.0002697963037906381,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
cwoodcox,ohmyzsh,United States,developed,0.012392239326218728,100.0,1.0,1,0.00013489815189531904,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
iamcanturk,awesome-chatgpt-prompts,Turkey,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
webframp,ohmyzsh,United States,developed,0.008372461035142706,66.67,0.6667000000000001,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
varunest,youtube-dl,India,emerging,0.00834911375053558,66.67,0.6667000000000001,3,0.0004046944556859571,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
shatejas,langflow,United States,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
colesbury,pytorch,United States,developed,0.041492343849662855,81.11,0.8111,450,0.060704168352893564,630,0.02069781194559432,1.726027397260274,0.020697811945594325
F30,ohmyzsh,Germany,developed,0.012429615628654769,100.0,1.0,2,0.0002697963037906381,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
S-YOU,vue,日本,developed,0.01295278062743614,100.0,1.0,11,0.0014838796708485094,11,0.00036139036730402786,0.0301369863013698,0.00036139036730402715
TomGijselinck,youtube-dl,Belgium,developed,0.006263857759066988,50.0,0.5,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
omt66,awesome-chatgpt-prompts,United States,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
zackfern,youtube-dl,Canada,developed,0.008372461035142706,66.67,0.6667000000000001,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
reidab,langflow,United States,developed,0.003244057786841618,25.0,0.25,4,0.0005395926075812762,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
wrboyce,ohmyzsh,United Kingdom,developed,0.004999207496652322,37.5,0.375,8,0.0010791852151625524,4,0.0001314146790196465,0.010958904109589,0.000131414679019646
TejasQ,langflow,Germany,developed,0.003393562996585784,25.0,0.25,8,0.0010791852151625524,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
PaulLockett,langflow,Albania,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
aleclarson,vite,United States,developed,0.012425244596265353,48.82,0.4882,127,0.017132065290705517,72,0.002365464222353637,0.1972602739726027,0.0023654642223536367
PythonbergIT,langflow,Germany,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
austintrose,PowerToys,United States,developed,2.3347284607124515e-05,0.0,0.0,0,0.0,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
FahadBinHussain,awesome-chatgpt-prompts,Bangladesh,emerging,0.00012144717408633227,0.0,0.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
egw,youtube-dl,Canada,developed,0.00010741815625741538,0.0,0.0,1,0.00013489815189531904,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
joker-eph,tensorflow,Switzerland,developed,0.021021977648513712,0.0,0.0,4,0.0005395926075812762,894,0.029371180760890993,2.4493150684931506,0.029371180760890993
ThobiasKH,awesome-chatgpt-prompts,Norway,developed,8.407087165029086e-05,0.0,0.0,1,0.00013489815189531904,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
JSchwerberg,ohmyzsh,United States,developed,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
tsuliuchao,langflow,United States,developed,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
fliptip,awesome-chatgpt-prompts,Germany,developed,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0
ekaragodin,ohmyzsh,Россия,developed,0.012392239326218728,100.0,1.0,1,0.00013489815189531904,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
kylepw,youtube-dl,United States,developed,0.006436710253418278,50.0,0.5,6,0.0008093889113719142,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
tanoojoy,awesome-chatgpt-prompts,Mauritius,developed,0.00834911375053558,66.67,0.6667000000000001,3,0.0004046944556859571,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
svraka,ohmyzsh,Hungary,emerging,0.006287205043674113,50.0,0.5,2,0.0002697963037906381,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
cassiobotaro,awesome-go,Brazil,emerging,0.01316688560569277,90.91,0.9091,11,0.0014838796708485094,68,0.0022340495433339903,0.1863013698630137,0.0022340495433339908
juancri,youtube-dl,Chile,emerging,0.012392239326218728,100.0,1.0,1,0.00013489815189531904,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
Frenzie,youtube-dl,Belgium,developed,0.004276701657077603,33.33,0.3333,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
rbadillap,awesome-chatgpt-prompts,Costa Rica,emerging,0.012368892041611602,100.0,1.0,1,0.00013489815189531904,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
hjpotter92,ohmyzsh,India,emerging,0.006436710253418278,50.0,0.5,6,0.0008093889113719142,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
seaniedan,awesome-chatgpt-prompts,United Kingdom,developed,0.012406268344047643,100.0,1.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
irshadmb,langflow,India,emerging,0.006338610363939071,50.0,0.5,4,0.0005395926075812762,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
viardant,awesome-chatgpt-prompts,Italy,developed,0.012368892041611602,100.0,1.0,1,0.00013489815189531904,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
BryannYeap,tech-interview-handbook,Singapore,developed,0.012401916979717738,85.71,0.8571,7,0.0009442870632672333,69,0.0022669032130889022,0.1890410958904109,0.0022669032130889014
sonmez-baris,awesome-chatgpt-prompts,Turkey,emerging,0.006263857759066988,50.0,0.5,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
artdent,langflow,United States,developed,0.012406268344047643,100.0,1.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
luisfucros,langflow,Colombia,emerging,0.00834911375053558,66.67,0.6667000000000001,3,0.0004046944556859571,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
paulosalvatore,langflow,Brazil,emerging,0.012406268344047643,100.0,1.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
jhpiedrahitao,langflow,Colombia,emerging,0.00834911375053558,66.67,0.6667000000000001,3,0.0004046944556859571,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
orcuntuna,awesome-chatgpt-prompts,Turkey,emerging,0.012368892041611602,100.0,1.0,1,0.00013489815189531904,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
Atem18,ohmyzsh,France,developed,0.012429615628654769,100.0,1.0,2,0.0002697963037906381,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
meh,ohmyzsh,Germany,developed,0.012438933895432977,100.0,1.0,1,0.00013489815189531904,5,0.0001642683487745581,0.0136986301369863,0.0001642683487745581
ScripterSugar,langflow,India,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
Swastik-Swarup-Dash,langflow,India,emerging,0.004230007087863354,33.33,0.3333,3,0.0004046944556859571,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
hofbi,ohmyzsh,Germany,developed,0.010577935718580631,83.33,0.8332999999999999,6,0.0008093889113719142,5,0.0001642683487745581,0.0136986301369863,0.0001642683487745581
whydoubt,youtube-dl,United States,developed,0.01246699193109081,100.0,1.0,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
joshyan1,ollama,Argentina,emerging,0.009217562109730956,57.58,0.5758,33,0.004451639012545528,39,0.0012812931204415534,0.1068493150684931,0.0012812931204415528
nv-nfreybler,langflow,United States,developed,0.012406268344047643,100.0,1.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
ferama,youtube-dl,Italy,developed,0.006287205043674113,50.0,0.5,2,0.0002697963037906381,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
jasonhp,langflow,Singapore,developed,0.012406268344047643,100.0,1.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
martinwicke,tensorflow,United States,developed,0.03252506751177182,75.41,0.7541,122,0.01645757453122892,801,0.02631578947368421,2.1945205479452055,0.026315789473684213
obairka,PowerToys,Finland,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
JANHMS,langflow,Argentina,emerging,0.012406268344047643,100.0,1.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
fwalch,ohmyzsh,Germany,developed,0.012429615628654769,100.0,1.0,2,0.0002697963037906381,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
patrickelectric,ohmyzsh,Brazil,emerging,0.01269575402611135,100.0,1.0,1,0.00013489815189531904,16,0.000525658716078586,0.0438356164383561,0.0005256587160785852
zsol,black,United Kingdom,developed,0.014317171205014056,87.23,0.8723000000000001,47,0.006340213139079995,79,0.0025954399106380183,0.2164383561643835,0.002595439910638018
mrbfrank,ohmyzsh,United States,developed,0.004276701657077603,33.33,0.3333,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
divbhasin,ohmyzsh,United States,developed,0.012392239326218728,100.0,1.0,1,0.00013489815189531904,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
jeffreyscarpenter,langflow,Azerbaijan,developed,0.005147504549378981,40.0,0.4,5,0.0006744907594765951,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
jounathaen,ohmyzsh,Germany,developed,0.006287205043674113,50.0,0.5,2,0.0002697963037906381,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
swolchok,pytorch,United States,developed,0.04844063474509461,0.23,0.0023,878,0.11844057736409011,668,0.021946251396280963,1.83013698630137,0.021946251396280966
joshka,ohmyzsh,United States,developed,0.008372461035142706,66.67,0.6667000000000001,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
rohan-varma,pytorch,United States,developed,0.05104783303549064,1.07,0.010700000000000001,935,0.1261297720221233,684,0.02247191011235955,1.873972602739726,0.022471910112359553
pifon2a,tensorflow,Germany,developed,0.01995261007231347,0.0,0.0,1,0.00013489815189531904,853,0.028024180300939616,2.336986301369863,0.028024180300939613
cypher,ohmyzsh,Austria,developed,7.004185382137397e-05,0.0,0.0,0,0.0,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
mrexodia,PowerToys,Poland,emerging,2.3347284607124515e-05,0.0,0.0,0,0.0,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
josharian,go,United States,developed,0.03492753777225866,0.0,0.0,0,0.0,1496,0.04914908995334779,4.098630136986301,0.04914908995334779
anselmobd,awesome-chatgpt-prompts,Brazil,emerging,0.012368892041611602,100.0,1.0,1,0.00013489815189531904,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
0APOCALYPSE0,Python,India,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
AaryaBalwadkar,Python,India,emerging,0.004230007087863354,33.33,0.3333,3,0.0004046944556859571,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
ygcedu,langflow,China,emerging,0.012368892041611602,100.0,1.0,1,0.00013489815189531904,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
vasconceloscezar,langflow,Brazil,emerging,0.011226080034663797,78.57,0.7857,14,0.0018885741265344666,45,0.0014784151389710231,0.1232876712328767,0.0014784151389710231
AlexShadow3,langflow,France,developed,0.00834911375053558,66.67,0.6667000000000001,3,0.0004046944556859571,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
CodeAunt,langflow,China,emerging,0.012368892041611602,100.0,1.0,1,0.00013489815189531904,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
timotk,black,Netherlands,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
lovelydinosaur,black,United Kingdom,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
ewancg,PowerToys,United States,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
AlexWaygood,black,United Kingdom,developed,0.012709886279263474,100.0,1.0,7,0.0009442870632672333,7,0.00022997568828438136,0.0191780821917808,0.0002299756882843811
mravn-google,flutter,Denmark,developed,0.02439021995372774,93.56,0.9356,202,0.027249426682854443,229,0.007523490373874762,0.6273972602739726,0.007523490373874762
chris-bateman,langflow,Australia,developed,0.012406268344047643,100.0,1.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
Abdujabbar,Python,Iceland,developed,0.004230007087863354,33.33,0.3333,3,0.0004046944556859571,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
saroad2,black,United States,developed,0.011211659935454352,87.5,0.875,8,0.0010791852151625524,7,0.00022997568828438136,0.0191780821917808,0.0002299756882843811
niuguy,langflow,United Kingdom,developed,0.00834911375053558,66.67,0.6667000000000001,3,0.0004046944556859571,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
blueyed,black,Germany,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
nipunn1313,black,United States,developed,0.010388398237186462,80.0,0.8,10,0.0013489815189531903,8,0.000262829358039293,0.021917808219178,0.000262829358039292
david-oplatka,langflow,United States,developed,0.012406268344047643,100.0,1.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
polina-c,flutter,United States,developed,0.02556918966211734,70.83,0.7082999999999999,312,0.04208822339133954,223,0.007326368355345292,0.6109589041095891,0.007326368355345293
tom-saunders,black,United Kingdom,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
albertstill,javascript-algorithms,Australia,developed,0.012438933895432977,100.0,1.0,1,0.00013489815189531904,5,0.0001642683487745581,0.0136986301369863,0.0001642683487745581
benknoble,black,Holy See (Vatican City State),developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
Fefedu973,PowerToys,France,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
h-arnold,langflow,United Kingdom,developed,0.006338610363939071,50.0,0.5,4,0.0005395926075812762,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
Drakula44,PowerToys,Serbia,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
DanTup,flutter,United Kingdom,developed,0.02759802944250454,93.36,0.9336,256,0.034533926885201675,281,0.009231881201130165,0.7698630136986301,0.009231881201130165
anubabajide,Python,United Kingdom,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
coxley,black,United States,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
Samk13,langflow,Sweden,developed,0.012406268344047643,100.0,1.0,2,0.0002697963037906381,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
Dub1shu,PowerToys,Japan,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
jpy-git,black,United Kingdom,developed,0.010918929956232502,83.33,0.8332999999999999,12,0.0016187778227438284,10,0.0003285366975491162,0.0273972602739726,0.0003285366975491162
ntindle,AutoGPT,United States,developed,0.028997235705827216,83.91,0.8391,317,0.04276271415081613,293,0.009626125238189105,0.8027397260273973,0.009626125238189107
willingc,black,United States,developed,0.009200112871005528,71.43,0.7143,7,0.0009442870632672333,7,0.00022997568828438136,0.0191780821917808,0.0002299756882843811
EwoutH,PowerToys,Netherlands,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
barabasicsongor,langflow,Germany,developed,0.00834911375053558,66.67,0.6667000000000001,3,0.0004046944556859571,2,6.570733950982325e-05,0.0054794520547945,6.5707339509823e-05
AashayShingre,Python,India,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
crutkas,PowerToys,United States,developed,0.04761746377573791,86.34,0.8634000000000001,483,0.06515580736543909,812,0.02667717984098824,2.2246575342465755,0.026677179840988243
mikf,youtube-dl,Germany,developed,0.008372461035142706,66.67,0.6667000000000001,3,0.0004046944556859571,3,9.856100926473487e-05,0.0082191780821917,9.856100926473391e-05
tony,black,United States,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
eriawan,PowerToys,Indonesia,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
dsyed,black,United States,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
frederik-hoeft,PowerToys,Germany,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
kloczek,black,United Kingdom,developed,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
bgw,next.js,Canada,developed,0.037352817802027864,93.41,0.9340999999999999,425,0.05733171455551059,428,0.014061370655102176,1.1726027397260277,0.01406137065510218
darrenaustin,flutter,Canada,developed,0.026303488106695742,93.2,0.932,250,0.03372453797382976,236,0.007753466062159143,0.6465753424657534,0.007753466062159144
cmzy,PowerToys,Canada,developed,2.3347284607124515e-05,0.0,0.0,0,0.0,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
AndersonTorres,Python,Brazil,emerging,0.004230007087863354,33.33,0.3333,3,0.0004046944556859571,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
hengkysteen,ollama,Indonesia,emerging,0.012345544757004478,100.0,1.0,1,0.00013489815189531904,1,3.2853669754911625e-05,0.0027397260273972,3.28536697549109e-05
