repo_name,repo_id,repo_url,login,profile_url,location,country
AppFlowy,377496562,https://github.com/AppFlowy-IO/AppFlowy,maranix,https://github.com/maranix,"Uttar Pradesh, Lucknow",India
33-js-concepts,147350463,https://github.com/leonardomso/33-js-concepts,sanketshah19,https://github.com/sanketshah19,India,India
webpack,3678731,https://github.com/webpack/webpack,snitin315,https://github.com/snitin315,INDIA,India
Prompt-Engineering-Guide,579082810,https://github.com/dair-ai/Prompt-Engineering-Guide,taolicd,https://github.com/taolicd,United States,United States
firecrawl,787076358,https://github.com/firecrawl/firecrawl,kevinswiber,https://github.com/kevinswiber,"Santa Cruz, CA",United States
gpt4free,620936652,https://github.com/xtekky/gpt4free,thatlukinhasguy1,https://github.com/thatlukinhasguy1,Brazil,Brazil
anime,53809090,https://github.com/juliangarnier/anime,pkage,https://github.com/pkage,"Edinburgh, Scotland",Brazil
javascript-questions,191529732,https://github.com/lydiahallie/javascript-questions,kelsonic,https://github.com/kelsonic,"Austin, TX",United States
echarts,9185792,https://github.com/apache/echarts,DenrizSusam,https://github.com/DenrizSusam,Berlin,Germany
OpenHands,771302083,https://github.com/OpenHands/OpenHands,VasilisAvgoustakis,https://github.com/VasilisAvgoustakis,Berlin,Germany
interviews,81975372,https://github.com/kdn251/interviews,keon,https://github.com/keon,San Francisco,United States
nocode,120538304,https://github.com/kelseyhightower/nocode,kelseyhightower,https://github.com/kelseyhightower,Washington,United States
Java,63477660,https://github.com/TheAlgorithms/Java,RaghavTaneja,https://github.com/RaghavTaneja,"Naperville, Illinois",United States
awesome-courses,26689598,https://github.com/prakhar1989/awesome-courses,smihir,https://github.com/smihir,"San Jose, California",United States
annotated_deep_learning_paper_implementations,290091948,https://github.com/labmlai/annotated_deep_learning_paper_implementations,lc0,https://github.com/lc0,Munich,Germany
scikit-learn,843222,https://github.com/scikit-learn/scikit-learn,jakevdp,https://github.com/jakevdp,Oakland CA,United States
Apollo-11,18408635,https://github.com/chrislgarry/Apollo-11,GintasS,https://github.com/GintasS,San Francisco,United States
keras,33015583,https://github.com/keras-team/keras,ahundt,https://github.com/ahundt,"Pittsburgh, PA, USA",United States
design-resources-for-developers,261787758,https://github.com/bradtraversy/design-resources-for-developers,slxsh,https://github.com/slxsh,India,India
awesome-nodejs,21737266,https://github.com/sindresorhus/awesome-nodejs,brandonweiss,https://github.com/brandonweiss,"Santa Cruz, CA",United States
resume.github.com,1334369,https://github.com/resume/resume.github.com,himanshub16,https://github.com/himanshub16,India,India
socket.io,557980,https://github.com/socketio/socket.io,dshaw,https://github.com/dshaw,"San Francisco, CA",United States
docusaurus,94911145,https://github.com/facebook/docusaurus,felipecrs,https://github.com/felipecrs,Brazil,Brazil
sway,331107018,https://github.com/FuelLabs/sway,anton-trunov,https://github.com/anton-trunov,Dubai,Brazil
PaddleOCR,262296122,https://github.com/PaddlePaddle/PaddleOCR,ackinc,https://github.com/ackinc,"Bangalore, India",India
ghidra,173228436,https://github.com/NationalSecurityAgency/ghidra,jobermayr,https://github.com/jobermayr,Bavaria (that's near Germany),Brazil
vllm,599547518,https://github.com/vllm-project/vllm,zhuohan123,https://github.com/zhuohan123, San Francisco Bay Area,Brazil
redux,36535156,https://github.com/reduxjs/redux,phryneas,https://github.com/phryneas,Germany,Germany
lodash,3955647,https://github.com/lodash/lodash,samuelclay,https://github.com/samuelclay,San Francisco + Massachusetts,Brazil
LLaMA-Factory,646410686,https://github.com/hiyouga/LLaMA-Factory,zqiu24,https://github.com/zqiu24,Munich,Germany
prometheus,6838921,https://github.com/prometheus/prometheus,pgier,https://github.com/pgier,"Austin, TX",United States
localstack,71948498,https://github.com/localstack/localstack,macnev2013,https://github.com/macnev2013,India,India
alacritty,51980455,https://github.com/alacritty/alacritty,lovesegfault,https://github.com/lovesegfault,NYC,United States
atom,3228505,https://github.com/atom/atom,raelyard,https://github.com/raelyard,"Denver, CO USA",United States
open-interpreter,666299222,https://github.com/openinterpreter/open-interpreter,endolith,https://github.com/endolith,"New York, NY",United States
Front-end-Developer-Interview-Questions,3402537,https://github.com/h5bp/Front-end-Developer-Interview-Questions,blackfalcon,https://github.com/blackfalcon,"Seattle, WA",United States
architect-awesome,128398636,https://github.com/xingshaocheng/architect-awesome,94rain,https://github.com/94rain,"Los Angeles, CA",United States
rustlings,42489829,https://github.com/rust-lang/rustlings,mo8it,https://github.com/mo8it,"Mainz, Germany",Germany
nerd-fonts,27574418,https://github.com/ryanoasis/nerd-fonts,ryanoasis,https://github.com/ryanoasis,"Seattle, WA, USA",United States
