repo_name,repo_id,repo_url,login,profile_url,location,country
markdown-here,4311796,https://github.com/adam-p/markdown-here,wm8120,https://github.com/wm8120,United States,United States
tldr,15019962,https://github.com/tldr-pages/tldr,TheMimikyu,https://github.com/TheMimikyu,"Bhagalpur, Bihar, India",India
jquery,167174,https://github.com/jquery/jquery,rdworth,https://github.com/rdworth,"Dallas, TX",United States
uBlock,33263118,https://github.com/gorhill/uBlock,gijsk,https://github.com/gijsk,"Leicestershire, UK",Brazil
MetaGPT,660551251,https://github.com/FoundationAgents/MetaGPT,Jacksonxhx,https://github.com/Jacksonxhx,New York,United States
shadowsocks-windows,7600409,https://github.com/shadowsocks/shadowsocks-windows,database64128,https://github.com/database64128,"Santa Clara, CA, USA",United States
spring-framework,1148753,https://github.com/spring-projects/spring-framework,odrotbohm,https://github.com/odrotbohm,"Dresden, Germany",Germany
angular.js,460078,https://github.com/angular/angular.js,realityking,https://github.com/realityking,"Berlin, Germany",Germany
leetcode-master,228016443,https://github.com/youngyangyang04/leetcode-master,SianXiaoCHN,https://github.com/SianXiaoCHN,"Dallas, TX",United States
llama,601538369,https://github.com/meta-llama/llama,rajveer43,https://github.com/rajveer43,Ahmedabad,India
scrapy,529502,https://github.com/scrapy/scrapy,codeaditya,https://github.com/codeaditya,India,India
AFFiNE,519859998,https://github.com/toeverything/AFFiNE,umar23faiz,https://github.com/umar23faiz,Hyderabad,India
Real-Time-Voice-Cloning,188660663,https://github.com/CorentinJ/Real-Time-Voice-Cloning,Rishi0812,https://github.com/Rishi0812,"Bangalore, India",India
openpilot,74627617,https://github.com/commaai/openpilot,adhintz,https://github.com/adhintz,USA,United States
nuxt,71995937,https://github.com/nuxt/nuxt,94726,https://github.com/94726,Germany,Germany
nocodb,108761645,https://github.com/nocodb/nocodb,waveywaves,https://github.com/waveywaves,"Bangalore, India",India
rails,8514,https://github.com/rails/rails,gmcgibbon,https://github.com/gmcgibbon,"Winnipeg, Manitoba",Brazil
awesome-flutter,90528830,https://github.com/Solido/awesome-flutter,apatil88,https://github.com/apatil88,United States,United States
minio,29261473,https://github.com/minio/minio,Praveenrajmani,https://github.com/Praveenrajmani,Coimbatore,Brazil
drawio-desktop,92443980,https://github.com/jgraph/drawio-desktop,0bmxa,https://github.com/0bmxa,Berlin,Germany
fuel-core,290882787,https://github.com/FuelLabs/fuel-core,MitchTurner,https://github.com/MitchTurner,"Seattle, Washington",United States
traefik,42408804,https://github.com/traefik/traefik,tcoupin,https://github.com/tcoupin,Montpellier,Brazil
html5-boilerplate,486550,https://github.com/h5bp/html5-boilerplate,mikealmond,https://github.com/mikealmond,London Ontario Canada,United States
git,36502,https://github.com/git/git,gitster,https://github.com/gitster,"Mountain View, CA",United States
mkcert,138547797,https://github.com/FiloSottile/mkcert,adamdecaf,https://github.com/adamdecaf,Iowa,United States
ripgrep,53631945,https://github.com/BurntSushi/ripgrep,pkgw,https://github.com/pkgw,"Cambridge, MA, USA",United States
DeepLearning-500-questions,138839979,https://github.com/scutan90/DeepLearning-500-questions,Jiramew,https://github.com/Jiramew,Nankai University,Brazil
private-gpt,635240594,https://github.com/zylon-ai/private-gpt,mchill,https://github.com/mchill,"Raleigh, North Carolina",United States
awesome-chatgpt-prompts-zh,577116112,https://github.com/PlexPt/awesome-chatgpt-prompts-zh,wuyilingwei,https://github.com/wuyilingwei,Ontario Canada,United States
Magisk,67702184,https://github.com/topjohnwu/Magisk,mikropsoft,https://github.com/mikropsoft,Bursa,Brazil
you-get,5483330,https://github.com/soimort/you-get,rslonik,https://github.com/rslonik,Curitiba,Brazil
gatsby,36040894,https://github.com/gatsbyjs/gatsby,CanRau,https://github.com/CanRau,Perú (originally from Berlin),Brazil
yolov5,264818686,https://github.com/ultralytics/yolov5,rbavery,https://github.com/rbavery,"Seattle, Washington",United States
react-router,19872456,https://github.com/remix-run/react-router,donavon,https://github.com/donavon,NYC,United States
leetcode,127407957,https://github.com/azl397985856/leetcode,klu65536,https://github.com/klu65536,United States,United States
face_recognition,83844720,https://github.com/ageitgey/face_recognition,mdmedley,https://github.com/mdmedley,"Oakland, CA",United States
bat,130464961,https://github.com/sharkdp/bat,johnmatthiggins,https://github.com/johnmatthiggins,"Newberg, Oregon",United States
zustand,180328715,https://github.com/pmndrs/zustand,stfnsr,https://github.com/stfnsr,"Berlin, Germany",Germany
crawl4ai,798201435,https://github.com/unclecode/crawl4ai,bizrockman,https://github.com/bizrockman,Germany,Germany
gpt-engineer,634224458,https://github.com/AntonOsika/gpt-engineer,LopeKinz,https://github.com/LopeKinz,"Germany, NRW",Germany
ladybird,808045485,https://github.com/LadybirdBrowser/ladybird,filiphsps,https://github.com/filiphsps,Karlsruhe,Germany
faceswap,114747226,https://github.com/deepfakes/faceswap,wallopthecat,https://github.com/wallopthecat,Mom's basement,Brazil
awesome-android-ui,28428729,https://github.com/wasabeef/awesome-android-ui,leoruhland,https://github.com/leoruhland,"Florianópolis, SC",Brazil
FFmpeg,1614410,https://github.com/FFmpeg/FFmpeg,mraulet,https://github.com/mraulet,Rennes France,Brazil
project-layout,102969245,https://github.com/golang-standards/project-layout,anazcodes,https://github.com/anazcodes,"Kerala, India",India
meilisearch,130688011,https://github.com/meilisearch/meilisearch,balajisivaraman,https://github.com/balajisivaraman,"Chennai, India",India
element,67274736,https://github.com/ElemeFE/element,alashow,https://github.com/alashow,"Sunnyvale, CA",United States
rich,220809393,https://github.com/Textualize/rich,seapagan,https://github.com/seapagan,"Duns, Scotland",Brazil
ChatGPT,575340621,https://github.com/lencx/ChatGPT,asheroto,https://github.com/asheroto,United States,United States
astro,348060227,https://github.com/withastro/astro,jasikpark,https://github.com/jasikpark,Texas,United States
OpenBB,323048702,https://github.com/OpenBB-finance/OpenBB,danielorf,https://github.com/danielorf,Seattle,United States
pi-hole,20619036,https://github.com/pi-hole/pi-hole,das7pad,https://github.com/das7pad,"Frankfurt am Main, Germany",Germany
hackingtool,254832799,https://github.com/Z4nzu/hackingtool,CodingRanjith,https://github.com/CodingRanjith,Chennai,India
normalize.css,1700621,https://github.com/necolas/normalize.css,mattbrundage,https://github.com/mattbrundage,"Washington, DC",United States
awesome-rust,21938243,https://github.com/rust-unofficial/awesome-rust,bastibense,https://github.com/bastibense,Germany,Germany
requests,1362490,https://github.com/psf/requests,idan,https://github.com/idan,"East Bay, CA",United States
maybe,737898780,https://github.com/maybe-finance/maybe,robzolkos,https://github.com/robzolkos,"Indiana, USA",United States
appwrite,180190854,https://github.com/appwrite/appwrite,adityaoberai,https://github.com/adityaoberai,"Bengaluru, India",India
rclone,17803236,https://github.com/rclone/rclone,creativeprojects,https://github.com/creativeprojects,Scotland,Brazil
github-cheat-sheet,18708860,https://github.com/tiimgreen/github-cheat-sheet,ParkinT,https://github.com/ParkinT,Central Florida,Brazil
material-design-icons,24953448,https://github.com/google/material-design-icons,jestelle,https://github.com/jestelle,"San Francisco, CA",United States
dive,133251103,https://github.com/wagoodman/dive,abitrolly,https://github.com/abitrolly,The Land of Dinosaurs,Brazil
segment-anything,618058471,https://github.com/facebookresearch/segment-anything,calebrob6,https://github.com/calebrob6,"Seattle, WA",United States
pocketbase,510607652,https://github.com/pocketbase/pocketbase,KunalSin9h,https://github.com/KunalSin9h,"Bhopal, India",India
ionic-framework,12256376,https://github.com/ionic-team/ionic-framework,danielsogl,https://github.com/danielsogl,"Karlsruhe, Germany",Germany
pdf.js,1663468,https://github.com/mozilla/pdf.js,SSk123,https://github.com/SSk123,India,India
marktext,110446844,https://github.com/marktext/marktext,SuperSandro2000,https://github.com/SuperSandro2000,Germany,Germany
core,137078487,https://github.com/vuejs/core,fnlctrl,https://github.com/fnlctrl,Zhejiang University,Brazil
GPT-SoVITS,743230067,https://github.com/RVC-Boss/GPT-SoVITS,L-jasmine,https://github.com/L-jasmine,GuiLin,United States
joplin,79162682,https://github.com/laurent22/joplin,potatogim,https://github.com/potatogim,"Anyang-si, South Korea",United States
starship,178991158,https://github.com/starship/starship,rashil2000,https://github.com/rashil2000,India,India
cline,824874689,https://github.com/cline/cline,sjf,https://github.com/sjf,San Francisco Bay Area,Brazil
30-Days-Of-Python,222751131,https://github.com/Asabeneh/30-Days-Of-Python,arctouch-jonathansouza,https://github.com/arctouch-jonathansouza,Florianópolis/SC,Brazil
gitea,72495579,https://github.com/go-gitea/gitea,mrsdizzie,https://github.com/mrsdizzie,"Queens, NY",United States
Docker-OSX,269336148,https://github.com/sickcodes/Docker-OSX,n0toose,https://github.com/n0toose,"Aachen, Germany",Germany
kotlin,3432266,https://github.com/JetBrains/kotlin,jsjeon,https://github.com/jsjeon,"WA, USA",United States
powerlevel10k,172378503,https://github.com/romkatv/powerlevel10k,weirdgiraffe,https://github.com/weirdgiraffe,Berlin,Germany
autogen,680120071,https://github.com/microsoft/autogen,ekzhu,https://github.com/ekzhu,"Redmond, WA",United States
guava,20300177,https://github.com/google/guava,jjohannes,https://github.com/jjohannes,"Hamburg, Germany",Germany
Semantic-UI,9309093,https://github.com/Semantic-Org/Semantic-UI,brigand,https://github.com/brigand,Phoenix,United States
prettier,75104123,https://github.com/prettier/prettier,andersk,https://github.com/andersk,"San Francisco, CA",United States
first-contributions,68720867,https://github.com/firstcontributions/first-contributions,ItsMeAnanyaSrivastava,https://github.com/ItsMeAnanyaSrivastava,"New Delhi,India",India
Ghost,9852918,https://github.com/TryGhost/Ghost,mjbshaw,https://github.com/mjbshaw,"Silicon Valley, CA, USA",United States
jekyll,65252,https://github.com/jekyll/jekyll,albertogg,https://github.com/albertogg,"Caracas, Venezuela",United States
ImHex,311683390,https://github.com/WerWolv/ImHex,spnda,https://github.com/spnda,"Aachen, Germany",Germany
etcd,11225014,https://github.com/etcd-io/etcd,mkumatag,https://github.com/mkumatag,"Bangalore, India",India
PowerShell,49609581,https://github.com/PowerShell/PowerShell,daxian-dbw,https://github.com/daxian-dbw,"Redmond, WA",United States
OpenManus,943934999,https://github.com/FoundationAgents/OpenManus,MoshiQAQ,https://github.com/MoshiQAQ,"Palo Alto, California",United States
DefinitelyTyped,6093316,https://github.com/DefinitelyTyped/DefinitelyTyped,ElizabethSamuel-MSFT,https://github.com/ElizabethSamuel-MSFT,"Redmond, WA",United States
anything-llm,649170660,https://github.com/Mintplex-Labs/anything-llm,angelplusultra,https://github.com/angelplusultra,"Orange County, CA",United States
grok-1,773286980,https://github.com/xai-org/grok-1,xSetech,https://github.com/xSetech,"San Francisco, California",United States
vaultwarden,121898717,https://github.com/dani-garcia/vaultwarden,sirux88,https://github.com/sirux88,"Augsburg, Germany",Germany
chinese-poetry,67186968,https://github.com/chinese-poetry/chinese-poetry,zhangtemplar,https://github.com/zhangtemplar,United States,United States
awesome-ios,21700699,https://github.com/vsouza/awesome-ios,nsleche,https://github.com/nsleche,San Francisco,United States
go-ethereum,15452919,https://github.com/ethereum/go-ethereum,gumb0,https://github.com/gumb0,"Berlin, Germany",Germany
hiring-without-whiteboards,85031442,https://github.com/poteto/hiring-without-whiteboards,rajatkb,https://github.com/rajatkb,"Bangaluru , India",India
bulma,50264296,https://github.com/jgthms/bulma,nandaleite,https://github.com/nandaleite,Brazil,Brazil
professional-programming,45723377,https://github.com/charlax/professional-programming,charlax,https://github.com/charlax,New York,United States
Motrix,162279822,https://github.com/agalwood/Motrix,SammCheese,https://github.com/SammCheese,Germany,Germany
awesome-wechat-weapp,68957920,https://github.com/justjavac/awesome-wechat-weapp,trheyi,https://github.com/trheyi,Anywhere,United States
cypress,31629751,https://github.com/cypress-io/cypress,samccone,https://github.com/samccone,∆∆∆<script>alert(prompt('why'))</script>,Brazil
codex,965415649,https://github.com/openai/codex,dylan-hurd-oai,https://github.com/dylan-hurd-oai,"San Francisco, CA",United States
mastodon,52281283,https://github.com/mastodon/mastodon,rmhasan,https://github.com/rmhasan,"Mountain View, CA",United States
pathway,571186647,https://github.com/pathwaycom/pathway,stackbacker,https://github.com/stackbacker,India,India
hacker-scripts,46629305,https://github.com/NARKOZ/hacker-scripts,JulioOrdonezV,https://github.com/JulioOrdonezV,Germany,Germany
nanoGPT,582822129,https://github.com/karpathy/nanoGPT,otaviogood,https://github.com/otaviogood,San Francisco,United States
alist,323965659,https://github.com/AlistGo/alist,jwcesign,https://github.com/jwcesign,"Seattle, USA",United States
RxJava,7508411,https://github.com/ReactiveX/RxJava,joycebrum,https://github.com/joycebrum,São Paulo,Brazil
dayjs,128907699,https://github.com/iamkun/dayjs,Mohamed3on,https://github.com/Mohamed3on,"Berlin, Germany.",Germany
windows,743140652,https://github.com/dockur/windows,star3am,https://github.com/star3am,Brisbane,Brazil
moment,1424470,https://github.com/moment/moment,wi-ski,https://github.com/wi-ski,San Francisco,United States
ultralytics,535360445,https://github.com/ultralytics/ultralytics,dme-compunet,https://github.com/dme-compunet,IL,United States
algorithm-visualizer,58836534,https://github.com/algorithm-visualizer/algorithm-visualizer,RudraNilBasu,https://github.com/RudraNilBasu,Kolkata,India
julia,1644196,https://github.com/JuliaLang/julia,garrison,https://github.com/garrison,"Pittsburgh, Pennsylvania (USA)",United States
huginn,8681349,https://github.com/huginn/huginn,thiagotalma,https://github.com/thiagotalma,"Juiz de Fora, Brasil",Brazil
MinerU,765083837,https://github.com/opendatalab/MinerU,CharlesKeeling65,https://github.com/CharlesKeeling65,Nanjing University,Brazil
json,11171548,https://github.com/nlohmann/json,jbzdarkid,https://github.com/jbzdarkid,Washington,United States
unsloth,725205304,https://github.com/unslothai/unsloth,Datta0,https://github.com/Datta0,"Hyderbad/Bangalore, India",India
typst,210702427,https://github.com/typst/typst,eltos,https://github.com/eltos,Germany,Germany
big-list-of-naughty-strings,40416236,https://github.com/minimaxir/big-list-of-naughty-strings,Technoguyfication,https://github.com/Technoguyfication,"Tempe, Arizona",United States
MoneyPrinterTurbo,770153867,https://github.com/harry0703/MoneyPrinterTurbo,Dreyfi,https://github.com/Dreyfi,São Paulo - SP Brazil,Brazil
lazydocker,187335810,https://github.com/jesseduffield/lazydocker,luisnquin,https://github.com/luisnquin,Your perks,Brazil
query,207645083,https://github.com/TanStack/query,prateek3255,https://github.com/prateek3255,Bangalore,India
open-source-ios-apps,29887499,https://github.com/dkhamsing/open-source-ios-apps,dasdom,https://github.com/dasdom,"Düsseldorf, Germany",Germany
gogs,16752620,https://github.com/gogs/gogs,tboerger,https://github.com/tboerger,"Nuremberg, Germany",Germany
x64dbg,33791743,https://github.com/x64dbg/x64dbg,Nukem9,https://github.com/Nukem9,"Charlotte, North Carolina",United States
design-patterns-for-humans,82227585,https://github.com/kamranahmedse/design-patterns-for-humans,skippednote,https://github.com/skippednote,"Srinagar, India",India
Projects,11177928,https://github.com/karan/Projects,karan,https://github.com/karan,Seattle,United States
terraform,17728164,https://github.com/hashicorp/terraform,lwander,https://github.com/lwander,NYC,United States
pandas,858127,https://github.com/pandas-dev/pandas,jschendel,https://github.com/jschendel,Sawatch Range,United States
odoo,19745004,https://github.com/odoo/odoo,hmo-odoo,https://github.com/hmo-odoo,Gandhinagar,India
Fooocus,676676006,https://github.com/lllyasviel/Fooocus,Cassini-chris,https://github.com/Cassini-chris,"Munich, Germany",Germany
serverless,34302698,https://github.com/serverless/serverless,mogharsallah,https://github.com/mogharsallah,"Hamburg, Germany",Germany
lx-music-desktop,202367615,https://github.com/lyswhut/lx-music-desktop,2o181o28,https://github.com/2o181o28,Austin,United States
type-challenges,281975310,https://github.com/type-challenges/type-challenges,sinoon,https://github.com/sinoon,"Carmel-by-the-Sea, California, United States",United States
coolify,332880689,https://github.com/coollabsio/coolify,RayBB,https://github.com/RayBB,San Francisco,United States
react,135786093,https://github.com/typescript-cheatsheets/react,eps1lon,https://github.com/eps1lon,"Berlin, Germany",Germany
okhttp,5152285,https://github.com/square/okhttp,ean5533,https://github.com/ean5533,"Portland, OR (US)",United States
v2ray-core,41912791,https://github.com/v2ray/v2ray-core,h8liu,https://github.com/h8liu,"Mountain View, CA",United States
termux-app,44804216,https://github.com/termux/termux-app,hannesa2,https://github.com/hannesa2,Munich,Germany
v2rayNG,186733095,https://github.com/2dust/v2rayNG,ssszmath,https://github.com/ssszmath,baku,Brazil
quill,5239185,https://github.com/slab/quill,ericeslinger,https://github.com/ericeslinger,San Francisco,United States
htmx,255378816,https://github.com/bigskysoftware/htmx,Jonathan-Adly,https://github.com/Jonathan-Adly,USA,United States
kubernetes-the-hard-way,62812261,https://github.com/kelseyhightower/kubernetes-the-hard-way,ksingh7,https://github.com/ksingh7,India,India
Flowise,621803253,https://github.com/FlowiseAI/Flowise,tuxBurner,https://github.com/tuxBurner,Germany,Germany
learn-regex,98029592,https://github.com/ziishaned/learn-regex,bhageena,https://github.com/bhageena,Noida,India
open-source-mac-os-apps,109343098,https://github.com/serhii-londar/open-source-mac-os-apps,skywinder,https://github.com/skywinder,"Moon, Decentralized",Brazil
llm-app,668195240,https://github.com/pathwaycom/llm-app,Boburmirzo,https://github.com/Boburmirzo,"San Francisco, USA",United States
dbeaver,44662669,https://github.com/dbeaver/dbeaver,CViniciusSDias,https://github.com/CViniciusSDias,"Petrópolis - RJ, Brasil",Brazil
jadx,8859474,https://github.com/skylot/jadx,Bleuzen,https://github.com/Bleuzen,Germany,Germany
pixijs,7741856,https://github.com/pixijs/pixijs,namuol,https://github.com/namuol,"San Francisco, USA",United States
awesome-react-components,61893399,https://github.com/brillout/awesome-react-components,vsnthdev,https://github.com/vsnthdev,"Mysuru, India",India
PythonDataScienceHandbook,65388917,https://github.com/jakevdp/PythonDataScienceHandbook,bllchmbrs,https://github.com/bllchmbrs,California,United States
30-Days-Of-JavaScript,229764465,https://github.com/Asabeneh/30-Days-Of-JavaScript,Dikendev,https://github.com/Dikendev,Brazil,Brazil
memos,436297812,https://github.com/usememos/memos,gabe565,https://github.com/gabe565,"Oklahoma City, OK, USA",United States
awesome-java,21648001,https://github.com/akullpp/awesome-java,danieldietrich,https://github.com/danieldietrich,"Kiel, Germany",Germany
discourse,7569578,https://github.com/discourse/discourse,abbat,https://github.com/abbat,Moscow,Brazil
architecture-samples,51148780,https://github.com/android/architecture-samples,nkoroste,https://github.com/nkoroste,"San Francisco, CA",United States
text-generation-webui,580642043,https://github.com/oobabooga/text-generation-webui,SeanScripts,https://github.com/SeanScripts,"Austin, Texas",United States
brew,53238813,https://github.com/Homebrew/brew,vidusheeamoli,https://github.com/vidusheeamoli,"Los Angeles, California",United States
frontend-dev-bookmarks,10865436,https://github.com/dypsilon/frontend-dev-bookmarks,donokuda,https://github.com/donokuda,"San Francisco, CA",United States
jellyfin,161012019,https://github.com/jellyfin/jellyfin,Wuerfelbecher,https://github.com/Wuerfelbecher,Germany,Germany
jest,15062869,https://github.com/jestjs/jest,emmenko,https://github.com/emmenko,Munich,Germany
AdminLTE,15428480,https://github.com/ColorlibHQ/AdminLTE,Dennis14e,https://github.com/Dennis14e,"Wiehl, Germany",Germany
llama_index,560704231,https://github.com/run-llama/llama_index,jonathanhliu21,https://github.com/jonathanhliu21,United States,United States
chinese-independent-developer,104337773,https://github.com/1c7/chinese-independent-developer,zhaoolee,https://github.com/zhaoolee,New York,United States
zx,364474335,https://github.com/google/zx,timostroehlein,https://github.com/timostroehlein,"Winnenden, Germany",Germany
meteor,3214406,https://github.com/meteor/meteor,benjamn,https://github.com/benjamn,New York City,United States
awesome-cheatsheets,110058856,https://github.com/LeCoupa/awesome-cheatsheets,theRay1s,https://github.com/theRay1s,"Jaipur , Rajasthan , India",India
awesome-design-patterns,136062240,https://github.com/DovAmir/awesome-design-patterns,terrytangyuan,https://github.com/terrytangyuan,USA,United States
expo,65750241,https://github.com/expo/expo,keith-kurak,https://github.com/keith-kurak,Cleveland,United States
hyper,62367558,https://github.com/vercel/hyper,nfcampos,https://github.com/nfcampos,San Francisco,United States
monaco-editor,60630844,https://github.com/microsoft/monaco-editor,nikeee,https://github.com/nikeee,Germany,Germany
acme.sh,48610662,https://github.com/acmesh-official/acme.sh,szepeviktor,https://github.com/szepeviktor,G2RM+5M Budapest,Brazil
CppCoreGuidelines,41058054,https://github.com/isocpp/CppCoreGuidelines,lbrandy,https://github.com/lbrandy,"Palo Alto, CA",United States
metabase,30203935,https://github.com/metabase/metabase,ascandella,https://github.com/ascandella,Seattle,United States
prisma,192925833,https://github.com/prisma/prisma,ejoebstl,https://github.com/ejoebstl,Berlin,Germany
whisper.cpp,541269386,https://github.com/ggml-org/whisper.cpp,0cc4m,https://github.com/0cc4m,Germany,Germany
freqtrade,91629816,https://github.com/freqtrade/freqtrade,mishaker,https://github.com/mishaker,Berlin,Germany
react-hook-form,174038031,https://github.com/react-hook-form/react-hook-form,michael-land,https://github.com/michael-land,"Houston, Texas",United States
build-web-application-with-golang,5271882,https://github.com/astaxie/build-web-application-with-golang,KarthikNayak,https://github.com/KarthikNayak,"Berlin, Germany",Germany
parcel,99598595,https://github.com/parcel-bundler/parcel,mischnic,https://github.com/mischnic,Germany,Germany
grpc,27729880,https://github.com/grpc/grpc,ejona86,https://github.com/ejona86,"Sunnyvale, CA",United States
Leaflet,931135,https://github.com/Leaflet/Leaflet,Guiswa,https://github.com/Guiswa,"Seattle, WA",United States
retrofit,892275,https://github.com/square/retrofit,JakeWharton,https://github.com/JakeWharton,"Pittsburgh, PA, USA",United States
babel,24560307,https://github.com/babel/babel,DrewML,https://github.com/DrewML,"Austin, TX",United States
TensorFlow-Examples,45986162,https://github.com/aymericdamien/TensorFlow-Examples,aymericdamien,https://github.com/aymericdamien,"San Francisco, CA",United States
Rocket.Chat,35866694,https://github.com/RocketChat/Rocket.Chat,dudizilla,https://github.com/dudizilla,"Porto Alegre, Brasil",Brazil
react-use,154950925,https://github.com/streamich/react-use,ayush987goyal,https://github.com/ayush987goyal,"Bengaluru, India",India
ClickHouse,60246359,https://github.com/ClickHouse/ClickHouse,Felixoid,https://github.com/Felixoid,Hamburg,Germany
spec-kit,1042367133,https://github.com/github/spec-kit,Charca,https://github.com/Charca,"Los Angeles, CA",United States
front-end-interview-handbook,117372806,https://github.com/yangshun/front-end-interview-handbook,chrisdiana,https://github.com/chrisdiana,United States,United States
tldraw,365739812,https://github.com/tldraw/tldraw,lukaswiesehan,https://github.com/lukaswiesehan,Germany,Germany
fuels-rs,423275200,https://github.com/FuelLabs/fuels-rs,mchristopher,https://github.com/mchristopher,"Los Angeles, CA",United States
ai-agents-for-beginners,895508656,https://github.com/microsoft/ai-agents-for-beginners,sackri10,https://github.com/sackri10,Hyderabad,India
fuels-ts,402860175,https://github.com/FuelLabs/fuels-ts,1marcghannam,https://github.com/1marcghannam,Boston MA,United States
edex-ui,80276391,https://github.com/GitSquared/edex-ui,akbiggs,https://github.com/akbiggs,"Mountain View, California",United States
pyenv,5625464,https://github.com/pyenv/pyenv,fofoni,https://github.com/fofoni,"Rio de Janeiro, Brasil",Brazil
AI-For-Beginners,344190478,https://github.com/microsoft/AI-For-Beginners,jlooper,https://github.com/jlooper,Boston,United States
ruff,523043277,https://github.com/astral-sh/ruff,carljm,https://github.com/carljm,"Bellingham, WA",United States
nvm-windows,24268127,https://github.com/coreybutler/nvm-windows,ryanclarke,https://github.com/ryanclarke,"Indianapolis, IN",India
reactjs-interview-questions,135614069,https://github.com/sudheerj/reactjs-interview-questions,gfeeng,https://github.com/gfeeng,US,United States
TTS,265612440,https://github.com/coqui-ai/TTS,geneing,https://github.com/geneing,San Francisco,United States
Pake,551376520,https://github.com/tw93/Pake,imabutahersiddik,https://github.com/imabutahersiddik,"Bargopi, Dolarbazar - 3083, Chhatak, Sunamganj, Sylhet, Bangladesh.",Brazil
airflow,33884891,https://github.com/apache/airflow,msumit,https://github.com/msumit,Bangalore,India
OpenCut,1006414368,https://github.com/OpenCut-app/OpenCut,sinanptm,https://github.com/sinanptm,"Calicut, IN",India
bevy,234798675,https://github.com/bevyengine/bevy,pcwalton,https://github.com/pcwalton,"San Francisco, CA",United States
docling,826168160,https://github.com/docling-project/docling,ShiroYasha18,https://github.com/ShiroYasha18,Bengaluru,India
pm2,10187082,https://github.com/Unitech/pm2,Eywek,https://github.com/Eywek,Paris - Montpellier,Brazil
git-flight-rules,22119721,https://github.com/k88hudson/git-flight-rules,m007,https://github.com/m007,Germany,Germany
iina,76838017,https://github.com/iina/iina,svobs,https://github.com/svobs,"California, US. But waking hours ≈ New Zealand",United States
what-happens-when,14194174,https://github.com/alex/what-happens-when,YusefOuda,https://github.com/YusefOuda,"Austin, TX",United States
python-patterns,4578002,https://github.com/faif/python-patterns,PraveenMudalgeri,https://github.com/PraveenMudalgeri,Bangalore,India
CPlusPlusThings,196813750,https://github.com/Light-City/CPlusPlusThings,ppdog0,https://github.com/ppdog0,Mars,Brazil
sentry,873328,https://github.com/getsentry/sentry,billyvg,https://github.com/billyvg,"San Francisco, CA",United States
jsoncrack.com,453717720,https://github.com/AykutSarac/jsoncrack.com,victorbrambati,https://github.com/victorbrambati,"Guarapari, Espirito Santo, Brazil",Brazil
cobra,12574344,https://github.com/spf13/cobra,pgwhalen,https://github.com/pgwhalen,Chicago,United States
mem0,656099147,https://github.com/mem0ai/mem0,subhajit20,https://github.com/subhajit20,Kolkata,India
Alamofire,22458259,https://github.com/Alamofire/Alamofire,lriehn,https://github.com/lriehn,Hamburg,Germany
spark,17165658,https://github.com/apache/spark,holdenk,https://github.com/holdenk,"San Francisco, CA, USA",United States
spotube,338719962,https://github.com/KRTirtho/spotube,josuigoa,https://github.com/josuigoa,Basque Country,Brazil
ai-hedge-fund,896144595,https://github.com/virattt/ai-hedge-fund,bhavna3,https://github.com/bhavna3,"India, Hyderabad",India
awesome-compose,240215314,https://github.com/docker/awesome-compose,vjanz,https://github.com/vjanz,"Prishtina, Kosovo",Brazil
Summer2026-Internships,266417772,https://github.com/SimplifyJobs/Summer2026-Internships,EParmar18,https://github.com/EParmar18,University of Pittsburgh,Brazil
winutil,486418532,https://github.com/ChrisTitusTech/winutil,ChrisTitusTech,https://github.com/ChrisTitusTech,"Dallas, TX",United States
kong,26783295,https://github.com/Kong/kong,sonicaghi,https://github.com/sonicaghi,San Francisco,United States
streamlit,204086862,https://github.com/streamlit/streamlit,blackary,https://github.com/blackary,"West Lafayette, IN",India
stablediffusion,569927055,https://github.com/Stability-AI/stablediffusion,dmarx,https://github.com/dmarx,"Seattle, WA",United States
Free-Certifications,284008087,https://github.com/cloudcommunity/Free-Certifications,zacheller,https://github.com/zacheller,USA,United States
zig,40276274,https://github.com/ziglang/zig,Hejsil,https://github.com/Hejsil,Celadon City,Brazil
diagrams,237791077,https://github.com/mingrammer/diagrams,mandalae,https://github.com/mandalae,Kilmarnock,United States
TrafficMonitor,98771110,https://github.com/zhongyang219/TrafficMonitor,ukhwaja,https://github.com/ukhwaja,"Newark, NJ",United States
dubbo,4710920,https://github.com/apache/dubbo,kimmking,https://github.com/kimmking,Peking,Brazil
yarn,49970642,https://github.com/yarnpkg/yarn,bdwain,https://github.com/bdwain,"Chicago, IL",United States
swiper,3721224,https://github.com/nolimits4web/swiper,vladgurovich,https://github.com/vladgurovich,"San Francisco, CA",United States
nw.js,3100121,https://github.com/nwjs/nw.js,FWeinb,https://github.com/FWeinb,Germany,Germany
ColossalAI,422274596,https://github.com/hpcaitech/ColossalAI,super-dainiu,https://github.com/super-dainiu,"Palo Alto, CA",United States
cli,212613049,https://github.com/cli/cli,andyfeller,https://github.com/andyfeller,"North Carolina, US",United States
black,125266328,https://github.com/psf/black,deepyaman,https://github.com/deepyaman,"Salt Lake City, Utah, United States",United States
mitmproxy,519832,https://github.com/mitmproxy/mitmproxy,typoon,https://github.com/typoon,"New York, NY",United States
slidev,361044034,https://github.com/slidevjs/slidev,alexanderdavide,https://github.com/alexanderdavide,"Burgrieden, Germany",Germany
styled-components,65794292,https://github.com/styled-components/styled-components,btmills,https://github.com/btmills,"Columbus, Ohio",United States
